"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,6,3457
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,3459
5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6,3460
5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6,3461
6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6,3463
6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,6,3466
6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6,3470
7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,3471
6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,6,3473
6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,6,3474
6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,6,3477
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,3480
7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6,3483
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,3484
5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6,3485
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,3487
6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6,3488
5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,6,3490
5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6,3492
6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6,3493
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,3495
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,3496
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,3497
6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6,3498
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,3499
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,3500
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,3501
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,3502
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,3506
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,3507
7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6,3508
7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6,3511
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,3512
6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6,3513
5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6,3514
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,3515
6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6,3517
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,3519
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,3520
6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,6,3521
8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,6,3522
5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,6,3523
7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,6,3524
5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,6,3525
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6,3526
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,3527
7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,3528
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,3529
7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,6,3533
5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,6,3536
7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,6,3537
6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,6,3538
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,3539
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,3540
5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6,3541
6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6,3542
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,3543
7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,6,3544
6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6,3545
6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6,3549
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6,3550
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,3553
6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6,3554
6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6,3555
6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,6,3558
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,3560
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,3562
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,3563
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,3564
6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,6,3569
6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6,3570
6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6,3572
6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,6,3573
6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6,3576
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,3579
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,3581
6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6,3584
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,3586
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,3587
7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6,3588
6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6,3590
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6,3592
4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,6,3593
6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,3594
5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6,3596
6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6,3598
5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6,3604
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,3608
6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6,3609
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,3610
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6,3611
7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6,3612
6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6,3613
6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,3615
6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,6,3616
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6,3617
6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6,3619
6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6,3621
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,3622
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,3623
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,3625
6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6,3626
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,3627
5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6,3628
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,3631
7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,3632
7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,3633
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,3635
7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6,3637
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,3640
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,3641
6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,6,3643
5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,6,3644
6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6,3645
7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,6,3646
5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,3648
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,3649
6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6,3650
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6,3651
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,6,3652
6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6,3653
6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,6,3654
5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6,3656
6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,6,3657
6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,6,3658
6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6,3659
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,3660
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6,3662
8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6,3667
6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,6,3669
7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,6,3670
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,3672
7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6,3674
6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,6,3675
6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,6,3680
5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6,3681
6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,6,3683
6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,6,3684
6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,3687
6.4,0.4,0.25,4.2,0.032,15,91,0.98988,3.26,0.52,13.1,6,3688
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,3691
5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,6,3695
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333,6,3696
6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,6,3697
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6,3698
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6,3702
6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,6,3703
6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4,6,3704
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,3705
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,3706
5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6,3708
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,3710
5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,6,3711
6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6,3712
6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,6,3713
6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,6,3714
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3717
6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6,3720
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,3723
6.3,0.36,0.5,8.3,0.053,51,202,0.9955,3.2,0.51,9.6,6,3724
7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6,3727
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,3730
6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,6,3731
5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8,6,3733
5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,6,3735
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,3736
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6,3738
6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,6,3739
6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,6,3741
6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,6,3742
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6,3743
7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6,6,3744
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,3746
5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6,3747
5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,6,3748
5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5,6,3751
5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,6,3752
6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,6,3753
6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6,3754
6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,6,3755
5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,6,3756
6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,6,3757
7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,6,3758
5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12,6,3759
6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,6,3760
6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,6,3761
6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,3763
6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,3764
6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6,3765
5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,6,3766
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,3767
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,3768
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,3770
5,0.27,0.4,1.2,0.076,42,124,0.99204,3.32,0.47,10.1,6,3771
5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6,3772
5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,6,3773
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,3774
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,3776
5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6,3777
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,3779
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6,3780
6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,6,3781
5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,6,3782
6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,6,3787
7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,6,3788
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,3789
6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.13333333,6,3792
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,3793
6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6,3795
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6,3796
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6,3797
6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6,3798
5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6,3800
5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6,6,3802
5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,6,3804
5.7,0.22,0.25,1.1,0.05,97,175,0.99099,3.44,0.62,11.1,6,3805
6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,3806
5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6,3808
7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,3810
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,3812
6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6,3816
5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,6,3817
5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6,3818
6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6,3819
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6,3820
5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,6,3821
6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,6,3823
5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05,6,3824
5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6,3826
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,6,3829
5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,3830
4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,6,3831
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6,3832
5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,6,3835
6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4,6,3837
6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7,3839
6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7,3840
6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7,3841
7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7,3842
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7,3843
6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,7,3844
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,3845
6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7,3846
7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7,3851
6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7,3854
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,3855
6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,3857
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,3859
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,3860
6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7,3861
6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7,3862
6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,3863
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,3866
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7,3867
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7,3868
5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,3869
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,3872
7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,3873
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,3874
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,3876
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,3877
6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7,3878
7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7,3879
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7,3880
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,3881
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7,3883
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,3884
7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7,3885
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,3886
6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,3890
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,3891
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,3892
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,3893
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,3894
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,3901
5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,3903
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,3906
6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7,3907
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,3908
6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,3909
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,3910
5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,3911
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,3913
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,3914
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,3918
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,3919
7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7,3920
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,3922
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,3924
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,3926
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,3927
7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7,3929
7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7,3931
7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7,3933
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,3934
6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7,3935
6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7,3936
6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7,3937
6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7,3938
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,3939
6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7,3940
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7,3942
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,3944
6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7,3948
6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7,3949
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,3950
6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,3953
